,0,1,2,3,4,5,6,7,8
2863,usual,critical,completed,2,convenient,convenient,nonprob,priority,priority
9110,great_pret,proper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
2482,usual,improper,foster,2,critical,inconv,problematic,priority,priority
7608,pretentious,critical,foster,1,critical,inconv,slightly_prob,recommended,spec_prior
2339,usual,improper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
12884,great_pret,very_crit,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
7212,pretentious,critical,completed,2,less_conv,inconv,slightly_prob,recommended,priority
3635,usual,very_crit,complete,more,convenient,inconv,problematic,not_recom,not_recom
4387,pretentious,proper,complete,2,convenient,inconv,slightly_prob,priority,priority
9139,great_pret,proper,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
5969,pretentious,less_proper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
212,usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
8324,pretentious,very_crit,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
441,usual,proper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom
8522,pretentious,very_crit,foster,2,critical,convenient,problematic,not_recom,not_recom
9957,great_pret,less_proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,priority
1765,usual,improper,complete,1,critical,convenient,nonprob,priority,priority
766,usual,proper,foster,3,convenient,inconv,nonprob,priority,priority
7224,pretentious,critical,completed,2,critical,convenient,problematic,recommended,spec_prior
1038,usual,less_proper,complete,more,convenient,inconv,slightly_prob,recommended,priority
6498,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,recommended,priority
3448,usual,critical,foster,more,critical,inconv,nonprob,priority,spec_prior
3334,usual,critical,foster,2,critical,convenient,slightly_prob,priority,spec_prior
9409,great_pret,proper,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
5051,pretentious,proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
4373,pretentious,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
8336,pretentious,very_crit,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
11934,great_pret,critical,foster,2,convenient,convenient,nonprob,recommended,priority
12926,great_pret,very_crit,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
7328,pretentious,critical,completed,more,critical,convenient,nonprob,not_recom,not_recom
8900,great_pret,proper,completed,1,critical,convenient,problematic,not_recom,not_recom
9542,great_pret,less_proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
10062,great_pret,less_proper,incomplete,3,less_conv,convenient,nonprob,recommended,priority
315,usual,proper,completed,2,critical,inconv,nonprob,recommended,priority
9968,great_pret,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
6924,pretentious,critical,complete,1,convenient,inconv,slightly_prob,recommended,priority
744,usual,proper,foster,2,critical,convenient,problematic,recommended,priority
218,usual,proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
8241,pretentious,very_crit,incomplete,1,less_conv,inconv,problematic,recommended,spec_prior
7018,pretentious,critical,complete,2,critical,inconv,problematic,priority,spec_prior
274,usual,proper,completed,2,convenient,convenient,slightly_prob,priority,priority
10920,great_pret,improper,incomplete,3,convenient,inconv,slightly_prob,recommended,spec_prior
7223,pretentious,critical,completed,2,critical,convenient,slightly_prob,not_recom,not_recom
3888,usual,very_crit,incomplete,1,convenient,convenient,nonprob,recommended,priority
10149,great_pret,less_proper,incomplete,more,critical,inconv,problematic,recommended,spec_prior
788,usual,proper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
595,usual,proper,incomplete,more,convenient,convenient,nonprob,priority,priority
4917,pretentious,proper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom
2918,usual,critical,completed,3,convenient,convenient,nonprob,not_recom,not_recom
3646,usual,very_crit,complete,more,less_conv,inconv,nonprob,priority,spec_prior
7739,pretentious,critical,foster,more,convenient,inconv,problematic,not_recom,not_recom
11601,great_pret,critical,completed,3,critical,inconv,nonprob,recommended,spec_prior
10329,great_pret,less_proper,foster,more,convenient,inconv,problematic,recommended,spec_prior
5580,pretentious,less_proper,completed,more,less_conv,convenient,nonprob,recommended,priority
586,usual,proper,incomplete,3,critical,inconv,nonprob,priority,priority
1157,usual,less_proper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
8191,pretentious,very_crit,completed,more,critical,convenient,nonprob,priority,spec_prior
8877,great_pret,proper,completed,1,less_conv,convenient,slightly_prob,recommended,priority
628,usual,proper,incomplete,more,less_conv,inconv,problematic,priority,priority
4906,pretentious,proper,incomplete,3,critical,inconv,nonprob,priority,priority
11509,great_pret,critical,completed,2,convenient,convenient,problematic,priority,spec_prior
9814,great_pret,less_proper,completed,2,critical,convenient,slightly_prob,priority,spec_prior
3578,usual,very_crit,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
7804,pretentious,very_crit,complete,1,less_conv,inconv,nonprob,priority,spec_prior
3195,usual,critical,incomplete,more,convenient,inconv,nonprob,recommended,priority
1880,usual,improper,complete,3,critical,convenient,problematic,not_recom,not_recom
9637,great_pret,less_proper,complete,3,less_conv,convenient,problematic,priority,spec_prior
1827,usual,improper,complete,2,critical,inconv,nonprob,recommended,priority
6689,pretentious,improper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
9949,great_pret,less_proper,incomplete,1,convenient,inconv,slightly_prob,priority,priority
11749,great_pret,critical,incomplete,2,less_conv,inconv,slightly_prob,priority,spec_prior
8533,pretentious,very_crit,foster,3,convenient,convenient,nonprob,priority,spec_prior
5205,pretentious,less_proper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
1095,usual,less_proper,completed,1,convenient,inconv,problematic,recommended,priority
12050,great_pret,critical,foster,more,convenient,convenient,problematic,not_recom,not_recom
12916,great_pret,very_crit,foster,more,convenient,inconv,nonprob,priority,spec_prior
9447,great_pret,proper,foster,3,critical,inconv,problematic,recommended,spec_prior
11149,great_pret,improper,foster,3,less_conv,convenient,problematic,priority,spec_prior
303,usual,proper,completed,2,less_conv,inconv,problematic,recommended,priority
9548,great_pret,less_proper,complete,1,critical,convenient,problematic,not_recom,not_recom
5336,pretentious,less_proper,complete,3,critical,convenient,problematic,not_recom,not_recom
9833,great_pret,less_proper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
6301,pretentious,improper,completed,1,critical,convenient,nonprob,priority,spec_prior
3403,usual,critical,foster,more,convenient,convenient,nonprob,priority,priority
7215,pretentious,critical,completed,2,less_conv,inconv,problematic,recommended,spec_prior
11803,great_pret,critical,incomplete,3,less_conv,inconv,slightly_prob,priority,spec_prior
12490,great_pret,very_crit,completed,more,convenient,inconv,problematic,priority,spec_prior
12645,great_pret,very_crit,incomplete,3,convenient,inconv,nonprob,recommended,spec_prior
11215,great_pret,improper,foster,more,critical,convenient,nonprob,priority,spec_prior
4076,usual,very_crit,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
10037,great_pret,less_proper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
5878,pretentious,less_proper,foster,1,critical,inconv,nonprob,priority,priority
7678,pretentious,critical,foster,3,convenient,inconv,nonprob,priority,spec_prior
6610,pretentious,improper,incomplete,3,less_conv,convenient,slightly_prob,priority,spec_prior
11351,great_pret,critical,complete,3,convenient,inconv,nonprob,not_recom,not_recom
3611,usual,very_crit,complete,3,critical,inconv,nonprob,not_recom,not_recom
8825,great_pret,proper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
2235,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
5627,pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recom
1576,usual,less_proper,foster,2,convenient,inconv,nonprob,priority,priority
329,usual,proper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
3210,usual,critical,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
957,usual,less_proper,complete,2,critical,convenient,slightly_prob,recommended,priority
187,usual,proper,complete,more,less_conv,convenient,problematic,priority,priority
4673,pretentious,proper,completed,3,less_conv,inconv,nonprob,not_recom,not_recom
2580,usual,improper,foster,more,critical,convenient,problematic,recommended,priority
10354,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,priority,spec_prior
11457,great_pret,critical,completed,1,convenient,inconv,nonprob,recommended,priority
6825,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
593,usual,proper,incomplete,3,critical,inconv,problematic,not_recom,not_recom
4384,pretentious,proper,complete,2,convenient,inconv,nonprob,priority,priority
11569,great_pret,critical,completed,3,convenient,inconv,slightly_prob,priority,spec_prior
1664,usual,less_proper,foster,3,critical,convenient,problematic,not_recom,not_recom
2723,usual,critical,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
5712,pretentious,less_proper,incomplete,2,critical,convenient,problematic,recommended,priority
5438,pretentious,less_proper,completed,1,critical,convenient,nonprob,not_recom,not_recom
5230,pretentious,less_proper,complete,1,critical,inconv,nonprob,priority,priority
3583,usual,very_crit,complete,3,less_conv,convenient,nonprob,priority,spec_prior
12203,great_pret,very_crit,complete,2,critical,inconv,problematic,not_recom,not_recom
9068,great_pret,proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
6630,pretentious,improper,incomplete,3,critical,convenient,problematic,recommended,spec_prior
6571,pretentious,improper,incomplete,2,critical,convenient,nonprob,priority,spec_prior
5714,pretentious,less_proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
5667,pretentious,less_proper,incomplete,1,critical,inconv,problematic,recommended,priority
7807,pretentious,very_crit,complete,1,less_conv,inconv,slightly_prob,priority,spec_prior
6483,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,recommended,priority
1028,usual,less_proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
3842,usual,very_crit,completed,more,convenient,convenient,problematic,not_recom,not_recom
5147,pretentious,proper,foster,more,convenient,inconv,problematic,not_recom,not_recom
2313,usual,improper,incomplete,3,critical,inconv,nonprob,recommended,priority
2985,usual,critical,completed,more,convenient,inconv,problematic,recommended,spec_prior
1187,usual,less_proper,completed,2,critical,inconv,problematic,not_recom,not_recom
11435,great_pret,critical,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
2367,usual,improper,incomplete,more,critical,inconv,nonprob,recommended,priority
7240,pretentious,critical,completed,3,convenient,convenient,slightly_prob,priority,spec_prior
12079,great_pret,critical,foster,more,critical,convenient,nonprob,priority,spec_prior
9137,great_pret,proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
6447,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
1035,usual,less_proper,complete,more,convenient,inconv,nonprob,recommended,priority
3052,usual,critical,incomplete,1,less_conv,inconv,nonprob,priority,priority
10032,great_pret,less_proper,incomplete,2,critical,convenient,problematic,recommended,spec_prior
10597,great_pret,improper,completed,1,convenient,inconv,slightly_prob,priority,spec_prior
802,usual,proper,foster,3,critical,inconv,nonprob,priority,priority
10639,great_pret,improper,completed,2,convenient,convenient,nonprob,priority,spec_prior
11943,great_pret,critical,foster,2,convenient,inconv,nonprob,recommended,spec_prior
12267,great_pret,very_crit,complete,more,convenient,inconv,nonprob,recommended,spec_prior
11833,great_pret,critical,incomplete,more,convenient,convenient,problematic,priority,spec_prior
11697,great_pret,critical,incomplete,1,less_conv,inconv,problematic,recommended,spec_prior
2639,usual,critical,complete,1,critical,inconv,nonprob,not_recom,not_recom
6215,pretentious,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
5786,pretentious,less_proper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
9799,great_pret,less_proper,completed,2,less_conv,convenient,problematic,priority,priority
6623,pretentious,improper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom
9563,great_pret,less_proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
12081,great_pret,critical,foster,more,critical,convenient,slightly_prob,recommended,spec_prior
